distribution,sample_size,arg1,arg2,ID
normal,100000,50.85278763,33.60415364,7862
uniform,100000,0,44.58839567,7863
poisson,10000,91,,7864
uniform,10000,0,13.81898825,7865
binomial,10000,12,0.62355032,7866
weibull,1000,0.433884312,,7867
normal,1000,91.55783083,23.43637072,7868
weibull,10000,0.15110145,,7869
weibull,100000,0.424593155,,7870
uniform,1000,0,18.67220781,7871
normal,10000,41.78294738,8.730977129,7872
weibull,1000,0.060522504,,7873
poisson,1000,76,,7874
weibull,1000,0.882610111,,7875
poisson,100000,62,,7876
normal,1000,39.55542768,38.33245431,7877
poisson,10000,30,,7878
weibull,10000,0.160288552,,7879
normal,1000,20.65688271,3.027230903,7880
uniform,10000,0,29.09673153,7881
uniform,100000,0,30.01815059,7882
poisson,1000,21,,7883
binomial,1000,14,0.362753667,7884
uniform,100000,0,39.34126787,7885
uniform,1000,0,8.604960827,7886
uniform,100000,0,45.85139655,7887
normal,1000,21.64295344,36.51828989,7888
poisson,100000,62,,7889
binomial,10000,765,0.506133302,7890
weibull,10000,0.372423066,,7891
weibull,10000,0.948443016,,7892
uniform,1000,0,45.13592364,7893
weibull,1000,0.771809638,,7894
weibull,1000,0.473427296,,7895
poisson,10000,14,,7896
binomial,1000,364,0.22532936,7897
poisson,1000,83,,7898
poisson,100000,97,,7899
poisson,100000,83,,7900
poisson,100000,64,,7901
weibull,1000,0.556804341,,7902
poisson,10000,1,,7903
normal,10000,28.87210579,7.025226574,7904
normal,100000,16.21318578,15.39203725,7905
binomial,100000,591,0.010001041,7906
binomial,10000,479,0.168692007,7907
binomial,10000,638,0.706685073,7908
normal,10000,35.48720403,8.15706553,7909
weibull,1000,0.757461919,,7910
weibull,100000,0.481546503,,7911
normal,10000,64.17606714,32.00291443,7912
normal,10000,26.89460271,47.05264806,7913
normal,100000,4.271488306,36.83231918,7914
uniform,1000,0,1.026408054,7915
binomial,100000,16,0.434119237,7916
uniform,10000,0,41.72651034,7917
weibull,100000,0.315593068,,7918
binomial,10000,769,0.508718626,7919
binomial,1000,955,0.94677272,7920
poisson,100000,4,,7921
uniform,10000,0,18.33222791,7922
uniform,1000,0,11.64590946,7923
weibull,10000,0.330092068,,7924
binomial,100000,480,0.963981182,7925
weibull,1000,0.056563282,,7926
normal,10000,59.48225293,3.561574112,7927
normal,100000,30.09549975,48.00657927,7928
binomial,1000,520,0.763540358,7929
poisson,10000,99,,7930
weibull,10000,0.367811713,,7931
poisson,100000,96,,7932
uniform,100000,0,9.902727872,7933
weibull,100000,0.380143304,,7934
weibull,1000,0.979317126,,7935
weibull,1000,0.881149544,,7936
uniform,1000,0,15.3596644,7937
uniform,100000,0,17.12787264,7938
poisson,1000,36,,7939
normal,10000,33.55806681,42.55572609,7940
poisson,100000,25,,7941
uniform,10000,0,10.09730465,7942
uniform,10000,0,36.17930235,7943
normal,100000,18.4071155,10.40198536,7944
weibull,1000,0.750937493,,7945
poisson,100000,86,,7946
normal,100000,22.04634536,29.39324448,7947
poisson,100000,4,,7948
weibull,1000,0.511444547,,7949
poisson,100000,1,,7950
normal,100000,53.22105903,9.624127885,7951
normal,1000,1.464548982,29.82202528,7952
normal,10000,97.75847056,8.396178266,7953
uniform,10000,0,43.98788315,7954
uniform,10000,0,44.41461155,7955
binomial,100000,490,0.509613787,7956
weibull,10000,0.451865784,,7957
uniform,1000,0,12.89721733,7958
poisson,10000,42,,7959
normal,1000,26.02120221,21.74428033,7960
normal,10000,79.90950083,6.208634664,7961
normal,10000,13.23734213,26.96544844,7962
normal,1000,75.43028683,5.672331013,7963
binomial,100000,149,0.566523623,7964
binomial,10000,247,0.129738657,7965
poisson,100000,61,,7966
weibull,1000,0.12953061,,7967
binomial,10000,604,0.354878602,7968
normal,10000,20.38678796,35.09895493,7969
weibull,1000,0.695275731,,7970
normal,100000,53.82608988,10.51293196,7971
weibull,100000,0.26318062,,7972
poisson,100000,24,,7973
poisson,1000,50,,7974
binomial,10000,533,0.138239829,7975
normal,10000,22.09838605,27.94521319,7976
binomial,10000,326,0.754674372,7977
uniform,100000,0,30.46141471,7978
weibull,10000,0.093073367,,7979
poisson,1000,91,,7980
uniform,100000,0,20.06166961,7981
binomial,10000,974,0.648669177,7982
normal,10000,70.33133866,12.21979669,7983
poisson,1000,20,,7984
uniform,1000,0,49.85567874,7985
normal,1000,10.38739662,19.03403129,7986
poisson,1000,5,,7987
uniform,100000,0,44.63307858,7988
weibull,100000,0.221739308,,7989
uniform,1000,0,49.83209261,7990
normal,10000,16.48144761,34.64951633,7991
normal,10000,78.68704065,27.55050656,7992
uniform,10000,0,37.36179979,7993
normal,100000,24.48058446,17.16294664,7994
uniform,100000,0,35.64085565,7995
poisson,1000,4,,7996
normal,100000,46.61760087,5.285884294,7997
binomial,100000,792,0.335351751,7998
binomial,10000,498,0.948797743,7999
binomial,100000,599,0.563524921,8000
poisson,100000,65,,8001
binomial,10000,38,0.44498082,8002
weibull,10000,0.244730384,,8003
weibull,1000,0.560501803,,8004
uniform,1000,0,39.69357098,8005
uniform,10000,0,48.69645461,8006
normal,10000,29.32548034,15.34235182,8007
poisson,10000,79,,8008
weibull,1000,0.662311609,,8009
binomial,1000,976,0.645965127,8010
uniform,10000,0,16.49842735,8011
uniform,10000,0,7.026763754,8012
uniform,1000,0,41.91480041,8013
weibull,1000,0.254710872,,8014
poisson,10000,2,,8015
poisson,10000,77,,8016
weibull,100000,0.053461942,,8017
normal,100000,83.75075457,9.221631553,8018
binomial,1000,661,0.817792962,8019
uniform,10000,0,41.15087392,8020
poisson,100000,36,,8021
binomial,1000,888,0.328146808,8022
binomial,1000,207,0.578315262,8023
binomial,10000,620,0.704865354,8024
poisson,100000,8,,8025
normal,10000,63.85042041,48.94628486,8026
normal,100000,1.841519103,19.78764925,8027
poisson,1000,38,,8028
binomial,1000,930,0.661659605,8029
weibull,10000,0.24401839,,8030
uniform,100000,0,4.315434917,8031
binomial,1000,730,0.616707242,8032
binomial,10000,248,0.054006684,8033
binomial,10000,283,0.03584014,8034
binomial,10000,12,0.133056414,8035
weibull,10000,0.574973281,,8036
weibull,10000,0.441783939,,8037
poisson,10000,61,,8038
poisson,10000,45,,8039
poisson,1000,16,,8040
poisson,100000,90,,8041
uniform,1000,0,13.59855091,8042
poisson,10000,96,,8043
uniform,10000,0,15.52930328,8044
weibull,10000,0.48569529,,8045
poisson,10000,92,,8046
uniform,1000,0,35.53354631,8047
normal,10000,70.11216499,26.38699847,8048
binomial,10000,239,0.424091939,8049
weibull,1000,0.546284883,,8050
binomial,1000,353,0.856685318,8051
normal,100000,18.51646384,21.14395066,8052
binomial,100000,201,0.794941211,8053
weibull,1000,0.52360415,,8054
uniform,100000,0,19.99849547,8055
binomial,1000,771,0.168408169,8056
uniform,1000,0,46.92480214,8057
uniform,1000,0,9.448981848,8058
weibull,100000,0.24146065,,8059
binomial,100000,596,0.698871093,8060
uniform,10000,0,4.043351075,8061
normal,1000,36.39600454,29.09502328,8062
uniform,10000,0,42.10082926,8063
normal,100000,72.81162934,4.383037668,8064
poisson,1000,74,,8065
normal,10000,59.216488,3.006303198,8066
normal,1000,97.74828726,43.88001063,8067
binomial,100000,241,0.641881338,8068
binomial,100000,228,0.818502724,8069
weibull,100000,0.656125492,,8070
weibull,10000,0.420583887,,8071
weibull,100000,0.281027164,,8072
normal,1000,61.20941887,48.67456982,8073
normal,1000,9.76223643,9.975223314,8074
uniform,1000,0,1.911275305,8075
binomial,100000,885,0.718206557,8076
poisson,100000,92,,8077
weibull,10000,0.500250009,,8078
poisson,1000,83,,8079
normal,100000,69.57707258,22.15873573,8080
uniform,10000,0,19.20680366,8081
binomial,1000,346,0.122324647,8082
binomial,1000,141,0.61327196,8083
poisson,1000,34,,8084
poisson,10000,94,,8085
weibull,10000,0.211662153,,8086
normal,1000,4.40368418,34.82302708,8087
uniform,1000,0,13.3089623,8088
poisson,100000,84,,8089
weibull,1000,0.178075255,,8090
binomial,100000,800,0.762726232,8091
poisson,1000,1,,8092
poisson,10000,17,,8093
poisson,1000,17,,8094
weibull,100000,0.114945536,,8095
weibull,100000,0.690879502,,8096
weibull,1000,0.375027272,,8097
normal,1000,5.127199849,1.51270058,8098
binomial,10000,481,0.754264138,8099
binomial,1000,536,0.059597715,8100
normal,1000,99.28988492,5.16438781,8101
weibull,100000,0.281691939,,8102
binomial,1000,50,0.320739692,8103
weibull,10000,0.206594204,,8104
normal,100000,62.44848824,4.725614274,8105
weibull,100000,0.964613128,,8106
binomial,100000,34,0.397417725,8107
poisson,1000,36,,8108
weibull,100000,0.385163054,,8109
normal,1000,47.06278593,42.45712512,8110
weibull,1000,0.104319264,,8111
weibull,1000,0.623596524,,8112
poisson,1000,93,,8113
poisson,100000,2,,8114
poisson,1000,60,,8115
normal,1000,14.96723863,14.6241225,8116
weibull,1000,0.317039335,,8117
normal,10000,52.65370198,33.77735358,8118
uniform,10000,0,19.60455304,8119
uniform,1000,0,34.34931525,8120
uniform,10000,0,47.03151821,8121
normal,100000,31.0046263,42.04062245,8122
normal,10000,17.65539801,16.68176208,8123
poisson,1000,70,,8124
poisson,10000,8,,8125
binomial,100000,652,0.82326149,8126
binomial,10000,655,0.081423047,8127
normal,1000,66.89326975,27.33437971,8128
uniform,1000,0,21.58322298,8129
weibull,1000,0.643138716,,8130
weibull,100000,0.648802075,,8131
binomial,10000,704,0.735167504,8132
weibull,10000,0.456310391,,8133
normal,1000,64.89488547,9.138673487,8134
uniform,1000,0,13.17100006,8135
poisson,10000,63,,8136
weibull,10000,0.346713965,,8137
binomial,10000,810,0.516064622,8138
poisson,1000,26,,8139
poisson,10000,24,,8140
weibull,10000,0.568663942,,8141
normal,100000,79.37533687,44.5781971,8142
binomial,1000,895,0.298722296,8143
poisson,100000,90,,8144
normal,1000,66.14633468,3.078327374,8145
uniform,10000,0,15.5945437,8146
normal,10000,9.529769757,1.38658398,8147
weibull,100000,0.959242933,,8148
weibull,10000,0.061335624,,8149
uniform,10000,0,11.9023359,8150
binomial,100000,917,0.220654886,8151
uniform,1000,0,13.05322971,8152
poisson,10000,75,,8153
normal,100000,41.61202654,28.89368278,8154
binomial,1000,934,0.566383075,8155
normal,10000,57.71804273,47.17945846,8156
normal,1000,43.99203363,38.26692035,8157
normal,1000,55.43276521,15.80903307,8158
weibull,10000,0.972101718,,8159
binomial,1000,447,0.809455464,8160
poisson,1000,45,,8161
binomial,10000,436,0.850455783,8162
binomial,100000,224,0.629476745,8163
poisson,10000,98,,8164
poisson,100000,52,,8165
weibull,10000,0.652755394,,8166
binomial,100000,637,0.725167596,8167
binomial,1000,935,0.644474345,8168
poisson,1000,67,,8169
weibull,10000,0.004301092,,8170
uniform,10000,0,32.06243383,8171
normal,10000,25.63034477,46.53167097,8172
weibull,10000,0.226218426,,8173
normal,100000,65.55307559,18.14333762,8174
binomial,10000,192,0.898577705,8175
poisson,100000,5,,8176
binomial,100000,647,0.657152341,8177
binomial,1000,197,0.515513346,8178
binomial,100000,901,0.782598033,8179
binomial,1000,646,0.51653413,8180
binomial,1000,490,0.128768674,8181
weibull,100000,0.878253754,,8182
binomial,10000,863,0.756981797,8183
binomial,100000,19,0.327296737,8184
binomial,10000,654,0.903503567,8185
binomial,1000,989,0.387569075,8186
binomial,10000,920,0.034946803,8187
binomial,1000,548,0.679904842,8188
binomial,100000,107,0.791992155,8189
binomial,10000,86,0.556303889,8190
uniform,10000,0,29.51395602,8191
uniform,100000,0,37.22101439,8192
weibull,1000,0.780278297,,8193
normal,100000,44.01834129,18.00170492,8194
poisson,10000,71,,8195
binomial,1000,499,0.240855038,8196
poisson,10000,74,,8197
weibull,100000,0.541664527,,8198
poisson,1000,48,,8199
binomial,10000,721,0.298877289,8200
normal,1000,22.79509853,31.87913223,8201
binomial,1000,285,0.408319436,8202
weibull,1000,0.453568863,,8203
weibull,100000,0.598692237,,8204
poisson,10000,70,,8205
weibull,10000,0.119552639,,8206
binomial,100000,728,0.808877173,8207
binomial,1000,984,0.438912865,8208
poisson,10000,19,,8209
binomial,1000,167,0.438493477,8210
binomial,10000,345,0.446106291,8211
weibull,10000,0.097141383,,8212
uniform,1000,0,33.03000456,8213
weibull,10000,0.60402595,,8214
poisson,1000,51,,8215
binomial,10000,184,0.570228416,8216
binomial,10000,551,0.903424945,8217
weibull,100000,0.006694408,,8218
weibull,10000,0.738749611,,8219
weibull,1000,0.10715583,,8220
normal,10000,72.04308088,33.82556891,8221
weibull,100000,0.428331984,,8222
weibull,100000,0.156702182,,8223
binomial,10000,209,0.752965745,8224
normal,1000,10.90366661,8.442157431,8225
weibull,1000,0.72743354,,8226
normal,10000,32.08961019,44.18391243,8227
poisson,10000,52,,8228
poisson,10000,43,,8229
binomial,1000,194,0.799460481,8230
weibull,10000,0.157763505,,8231
normal,10000,2.27561208,48.33434576,8232
normal,1000,4.248981735,15.67701409,8233
weibull,10000,0.154339599,,8234
poisson,10000,83,,8235
uniform,10000,0,27.63044051,8236
uniform,100000,0,2.1516221,8237
weibull,10000,0.06151221,,8238
normal,10000,36.96315221,24.38868857,8239
binomial,1000,442,0.206038715,8240
weibull,100000,0.462434114,,8241
uniform,10000,0,2.453479483,8242
uniform,10000,0,27.51434746,8243
uniform,10000,0,39.04361596,8244
binomial,10000,616,0.690369542,8245
poisson,1000,66,,8246
weibull,100000,0.417310829,,8247
normal,1000,74.32991825,48.45311208,8248
binomial,10000,93,0.696264165,8249
uniform,10000,0,16.42152388,8250
binomial,1000,603,0.882324415,8251
normal,100000,14.88237934,27.51359296,8252
weibull,10000,0.20553012,,8253
weibull,100000,0.793223541,,8254
binomial,100000,458,0.774776337,8255
binomial,100000,984,0.109003213,8256
uniform,1000,0,33.13879583,8257
uniform,10000,0,24.52836452,8258
poisson,100000,40,,8259
binomial,10000,900,0.804711498,8260
normal,1000,35.09539725,43.05736917,8261
normal,100000,94.48221901,34.27245953,8262
binomial,10000,796,0.303073249,8263
poisson,10000,34,,8264
weibull,1000,0.757829728,,8265
uniform,10000,0,31.40480732,8266
uniform,1000,0,20.8122348,8267
binomial,100000,428,0.464565445,8268
poisson,100000,16,,8269
uniform,10000,0,34.79282691,8270
binomial,10000,808,0.813814476,8271
uniform,1000,0,48.71819498,8272
weibull,100000,0.161245689,,8273
weibull,100000,0.813650762,,8274
normal,100000,12.51416372,9.624257693,8275
poisson,10000,84,,8276
binomial,100000,128,0.361916904,8277
weibull,10000,0.409654703,,8278
weibull,1000,0.897751618,,8279
uniform,100000,0,30.71581133,8280
uniform,100000,0,24.84122251,8281
poisson,10000,3,,8282
weibull,1000,0.449890598,,8283
binomial,1000,542,0.882121255,8284
weibull,100000,0.25648584,,8285
uniform,10000,0,8.484098356,8286
poisson,10000,92,,8287
normal,100000,57.63895108,10.95378212,8288
poisson,100000,83,,8289
uniform,100000,0,13.41093922,8290
weibull,1000,0.019509528,,8291
weibull,10000,0.12813285,,8292
binomial,100000,432,0.682841856,8293
poisson,100000,10,,8294
poisson,10000,33,,8295
binomial,1000,160,0.264865764,8296
normal,1000,53.38784992,27.09510762,8297
normal,100000,47.33399049,34.40182133,8298
binomial,10000,800,0.292237907,8299
poisson,1000,34,,8300
normal,100000,12.7705509,22.29595825,8301
weibull,100000,0.047678348,,8302
weibull,10000,0.60557121,,8303
weibull,100000,0.329818488,,8304
normal,10000,75.59099397,13.35082928,8305
uniform,100000,0,2.454044095,8306
normal,100000,90.63801962,25.0015146,8307
binomial,1000,298,0.610634343,8308
uniform,1000,0,38.02253402,8309
binomial,10000,122,0.762485224,8310
normal,1000,14.26268046,25.91734707,8311
weibull,1000,0.12554744,,8312
binomial,1000,534,0.782828869,8313
weibull,1000,0.61465699,,8314
weibull,10000,0.414598976,,8315
uniform,100000,0,12.07357055,8316
poisson,10000,22,,8317
normal,1000,65.80125485,10.44316563,8318
uniform,1000,0,44.68460104,8319
poisson,10000,97,,8320
uniform,100000,0,20.54980998,8321
poisson,1000,91,,8322
uniform,10000,0,9.762202011,8323
binomial,1000,329,0.846475822,8324
binomial,100000,652,0.407082169,8325
normal,10000,52.92961764,18.98659423,8326
weibull,10000,0.650595334,,8327
binomial,100000,512,0.679876462,8328
poisson,1000,91,,8329
poisson,100000,88,,8330
poisson,1000,13,,8331
weibull,1000,0.547007148,,8332
binomial,10000,412,0.614631486,8333
normal,100000,22.70814579,49.13488346,8334
poisson,10000,46,,8335
uniform,10000,0,43.87320525,8336
poisson,1000,4,,8337
binomial,100000,571,0.403786176,8338
uniform,1000,0,1.869755193,8339
uniform,1000,0,27.86541221,8340
uniform,100000,0,24.52734351,8341
poisson,1000,52,,8342
weibull,10000,0.670377922,,8343
weibull,100000,0.755855202,,8344
uniform,100000,0,16.15473715,8345
binomial,100000,31,0.475529355,8346
poisson,1000,51,,8347
poisson,1000,55,,8348
binomial,100000,213,0.593813906,8349
normal,1000,92.51022336,40.61621228,8350
binomial,1000,182,0.493265314,8351
normal,10000,37.52915184,42.11564057,8352
binomial,100000,166,0.547439222,8353
normal,100000,0.908711592,19.31859844,8354
binomial,100000,661,0.045117371,8355
weibull,10000,0.795401442,,8356
poisson,100000,42,,8357
binomial,1000,652,0.84212293,8358
normal,100000,61.34420568,20.69030087,8359
poisson,10000,80,,8360
uniform,10000,0,46.01858543,8361
uniform,10000,0,11.73032253,8362
weibull,100000,0.997003748,,8363
weibull,100000,0.564466062,,8364
uniform,100000,0,19.43571739,8365
uniform,100000,0,18.20385512,8366
poisson,100000,65,,8367
normal,100000,16.03113568,25.98296816,8368
poisson,10000,69,,8369
normal,1000,70.33256134,6.119901164,8370
weibull,1000,0.109583445,,8371
poisson,100000,81,,8372
binomial,10000,619,0.938749071,8373
poisson,10000,12,,8374
poisson,1000,26,,8375
normal,10000,65.46374941,9.4546434,8376
uniform,1000,0,23.35648638,8377
poisson,1000,71,,8378
normal,1000,32.52644667,11.07187899,8379
binomial,100000,186,0.120562322,8380
normal,1000,22.12200014,4.08700665,8381
poisson,100000,25,,8382
binomial,1000,949,0.450017702,8383
normal,1000,96.9967171,1.30348383,8384
poisson,1000,74,,8385
weibull,100000,0.058066104,,8386
normal,10000,55.92198313,30.60268756,8387
poisson,10000,96,,8388
weibull,100000,0.368175564,,8389
binomial,1000,573,0.7323651,8390
binomial,1000,295,0.241151485,8391
binomial,1000,988,0.50186009,8392
weibull,10000,0.046287998,,8393
poisson,10000,61,,8394
uniform,100000,0,43.11888863,8395
weibull,100000,0.763655873,,8396
uniform,1000,0,13.07737283,8397
uniform,1000,0,28.721763,8398
binomial,100000,694,0.681019944,8399
weibull,1000,0.519877038,,8400
binomial,10000,482,0.526743673,8401
normal,10000,6.64754964,23.07188328,8402
poisson,10000,47,,8403
uniform,1000,0,4.462205498,8404
poisson,1000,66,,8405
weibull,1000,0.272440566,,8406
weibull,1000,0.91969662,,8407
binomial,1000,617,0.040282711,8408
weibull,1000,0.490390489,,8409
normal,10000,64.90032307,35.87797296,8410
weibull,100000,0.195540476,,8411
binomial,100000,965,0.837899943,8412
uniform,10000,0,26.3033494,8413
weibull,10000,0.44694814,,8414
uniform,100000,0,20.63554226,8415
binomial,10000,760,0.526835498,8416
weibull,1000,0.016568869,,8417
poisson,100000,6,,8418
binomial,10000,740,0.256489683,8419
binomial,1000,709,0.978609327,8420
weibull,100000,0.334243678,,8421
weibull,1000,0.267543625,,8422
uniform,1000,0,46.58928654,8423
normal,10000,40.70300719,28.44381157,8424
binomial,10000,282,0.060060909,8425
binomial,10000,451,0.797108041,8426
uniform,10000,0,13.16651368,8427
uniform,1000,0,20.65770107,8428
uniform,100000,0,40.78921259,8429
poisson,1000,42,,8430
uniform,10000,0,39.43072726,8431
uniform,10000,0,28.37924762,8432
normal,100000,52.43308753,5.275564336,8433
normal,100000,88.92346387,25.65413747,8434
binomial,10000,63,0.321376595,8435
poisson,1000,45,,8436
normal,10000,85.3389403,46.95723754,8437
uniform,100000,0,1.541610661,8438
binomial,1000,119,0.259314612,8439
poisson,100000,33,,8440
poisson,10000,45,,8441
weibull,1000,0.704411163,,8442
binomial,100000,140,0.860324032,8443
poisson,10000,17,,8444
normal,100000,95.4726785,39.92124221,8445
weibull,100000,0.703666392,,8446
poisson,10000,42,,8447
binomial,100000,769,0.780949515,8448
normal,10000,45.76162371,23.32616962,8449
weibull,10000,0.058109822,,8450
poisson,10000,56,,8451
uniform,100000,0,13.47878999,8452
poisson,100000,22,,8453
weibull,100000,0.821590655,,8454
poisson,10000,72,,8455
binomial,1000,93,0.187431732,8456
uniform,10000,0,6.823939866,8457
normal,100000,42.89013475,31.08407697,8458
poisson,10000,80,,8459
uniform,1000,0,11.47810695,8460
normal,100000,89.72132856,12.40338297,8461
weibull,100000,0.356362727,,8462
normal,100000,40.82063558,2.94271686,8463
normal,10000,79.30130702,9.141219175,8464
uniform,1000,0,11.26499978,8465
uniform,10000,0,7.716903609,8466
binomial,10000,912,0.057767775,8467
normal,1000,46.63954351,21.71468949,8468
normal,100000,31.85469989,1.182971974,8469
normal,10000,65.30244733,33.99569895,8470
binomial,1000,603,0.992664192,8471
weibull,10000,0.505880382,,8472
weibull,1000,0.31673564,,8473
uniform,10000,0,25.23743642,8474
binomial,10000,530,0.38123598,8475
poisson,1000,87,,8476
normal,10000,38.14481668,35.57705933,8477
poisson,1000,13,,8478
poisson,100000,45,,8479
poisson,10000,48,,8480
uniform,1000,0,45.64936624,8481
weibull,100000,0.497847426,,8482
weibull,100000,0.020395255,,8483
normal,10000,33.06904364,48.17655193,8484
weibull,10000,0.158259141,,8485
uniform,1000,0,35.6961591,8486
normal,1000,56.55981026,39.44439944,8487
weibull,10000,0.265617039,,8488
weibull,10000,0.869334408,,8489
binomial,1000,388,0.159973055,8490
poisson,10000,64,,8491
poisson,10000,28,,8492
normal,1000,96.0898056,14.59283979,8493
weibull,10000,0.691720744,,8494
poisson,100000,71,,8495
uniform,100000,0,29.30914949,8496
poisson,10000,21,,8497
poisson,100000,36,,8498
binomial,1000,754,0.676350271,8499
weibull,1000,0.604654203,,8500
weibull,100000,0.199279454,,8501
uniform,10000,0,42.69487852,8502
normal,100000,84.83377189,37.4416635,8503
uniform,10000,0,31.66697501,8504
normal,100000,39.59229299,11.79476219,8505
uniform,1000,0,49.28640818,8506
normal,100000,5.571033825,46.10367961,8507
poisson,10000,14,,8508
binomial,100000,845,0.713018985,8509
normal,1000,36.07941653,4.084093656,8510
poisson,100000,19,,8511
binomial,100000,724,0.04337257,8512
binomial,1000,63,0.099566194,8513
binomial,1000,239,0.851385319,8514
binomial,1000,230,0.285290287,8515
uniform,100000,0,46.72249219,8516
weibull,100000,0.308367778,,8517
poisson,100000,21,,8518
weibull,1000,0.097410055,,8519
weibull,10000,0.534928614,,8520
uniform,1000,0,35.27880512,8521
uniform,1000,0,24.57043198,8522
weibull,100000,0.688074579,,8523
normal,10000,13.35576796,34.97933031,8524
poisson,1000,74,,8525
normal,1000,30.77430158,3.990400673,8526
binomial,1000,217,0.991535169,8527
normal,100000,80.29649121,15.9082193,8528
poisson,1000,30,,8529
poisson,10000,12,,8530
weibull,1000,0.303155577,,8531
weibull,1000,0.51423096,,8532
normal,100000,74.73210061,7.464723267,8533
normal,10000,76.29585518,1.992981046,8534
binomial,10000,106,0.630656325,8535
normal,1000,99.40942463,24.25770204,8536
weibull,1000,0.240448896,,8537
binomial,100000,592,0.146955693,8538
uniform,10000,0,6.599640111,8539
weibull,10000,0.045003624,,8540
weibull,10000,0.454566437,,8541
poisson,10000,75,,8542
normal,10000,22.81998526,13.73050517,8543
normal,100000,52.94891287,38.01633039,8544
binomial,1000,415,0.304954559,8545
normal,10000,49.65205577,21.366022,8546
poisson,1000,49,,8547
poisson,10000,12,,8548
binomial,1000,477,0.826432174,8549
uniform,10000,0,2.356655344,8550
uniform,1000,0,33.58432688,8551
poisson,100000,68,,8552
weibull,100000,0.216798606,,8553
binomial,10000,673,0.229890372,8554
uniform,10000,0,2.864014513,8555
binomial,100000,848,0.361466437,8556
normal,10000,67.94878117,26.2298297,8557
normal,1000,42.57890147,1.955500301,8558
uniform,1000,0,43.08003611,8559
weibull,1000,0.493772275,,8560
normal,10000,87.20890132,15.81995612,8561
normal,1000,41.85117281,34.12214714,8562
binomial,100000,128,0.136207969,8563
uniform,100000,0,32.90926201,8564
weibull,100000,0.121162489,,8565
weibull,10000,0.640855324,,8566
weibull,10000,0.982350079,,8567
uniform,1000,0,5.998360292,8568
normal,10000,48.42145366,15.50340906,8569
normal,1000,21.02030533,28.52118931,8570
binomial,100000,805,0.370948282,8571
normal,10000,9.053218808,42.864413,8572
binomial,1000,181,0.404575419,8573
weibull,10000,0.462102471,,8574
binomial,100000,932,0.366833756,8575
poisson,1000,64,,8576
uniform,10000,0,20.14659122,8577
poisson,100000,92,,8578
binomial,1000,197,0.159730153,8579
binomial,1000,645,0.380262143,8580
binomial,1000,733,0.387526102,8581
weibull,100000,0.744421479,,8582
normal,100000,46.196353,43.52577117,8583
poisson,1000,5,,8584
normal,10000,11.30760993,15.55372068,8585
binomial,100000,427,0.516462258,8586
binomial,100000,102,0.505354822,8587
weibull,100000,0.618944499,,8588
poisson,1000,69,,8589
poisson,10000,78,,8590
weibull,10000,0.036857906,,8591
weibull,1000,0.287984284,,8592
normal,100000,11.29189454,32.94484489,8593
binomial,10000,777,0.573667781,8594
normal,100000,21.41845899,31.52843108,8595
poisson,10000,76,,8596
uniform,10000,0,16.73521466,8597
normal,1000,39.54043266,28.56953162,8598
binomial,10000,346,0.945057777,8599
uniform,100000,0,35.54335321,8600
normal,10000,18.99400342,46.55449156,8601
normal,100000,44.96491322,41.8809207,8602
binomial,1000,187,0.449252772,8603
uniform,10000,0,28.09962091,8604
normal,10000,75.73901899,22.89373784,8605
poisson,100000,59,,8606
poisson,100000,39,,8607
uniform,1000,0,48.55533896,8608
poisson,1000,80,,8609
poisson,1000,36,,8610
poisson,1000,83,,8611
weibull,100000,0.273878004,,8612
normal,1000,78.7613646,45.90951647,8613
poisson,10000,75,,8614
weibull,1000,0.303072792,,8615
uniform,1000,0,12.56539339,8616
poisson,1000,11,,8617
binomial,100000,488,0.520784643,8618
normal,1000,88.45009944,8.539363559,8619
weibull,10000,0.852185205,,8620
poisson,100000,64,,8621
poisson,1000,65,,8622
poisson,10000,68,,8623
poisson,1000,94,,8624
normal,100000,60.82284592,43.77049564,8625
poisson,100000,94,,8626
weibull,10000,0.4460185,,8627
poisson,1000,3,,8628
uniform,10000,0,9.767748907,8629
binomial,10000,335,0.248297934,8630
weibull,100000,0.447965058,,8631
normal,1000,97.0294549,8.831143632,8632
poisson,10000,92,,8633
binomial,1000,613,0.481478572,8634
weibull,100000,0.328523927,,8635
normal,10000,89.93973883,2.325446609,8636
poisson,100000,47,,8637
poisson,10000,46,,8638
binomial,10000,149,0.187183814,8639
uniform,100000,0,4.776746601,8640
normal,1000,88.64559117,14.25980763,8641
weibull,100000,0.594260327,,8642
binomial,100000,149,0.084092236,8643
uniform,10000,0,34.98141362,8644
binomial,100000,788,0.099631651,8645
normal,1000,68.56087861,34.43133992,8646
binomial,100000,920,0.495457245,8647
binomial,10000,678,0.65079321,8648
poisson,1000,20,,8649
binomial,10000,810,0.359389115,8650
poisson,100000,5,,8651
poisson,100000,37,,8652
poisson,1000,93,,8653
normal,100000,83.67580801,14.77319923,8654
binomial,100000,409,0.010366305,8655
binomial,100000,915,0.691442845,8656
poisson,100000,19,,8657
weibull,1000,0.638905113,,8658
poisson,100000,90,,8659
binomial,1000,155,0.455182701,8660
uniform,1000,0,18.34020597,8661
binomial,100000,721,0.52724839,8662
normal,10000,76.5245932,9.150790079,8663
normal,10000,68.32939703,41.47275635,8664
uniform,1000,0,41.56032582,8665
binomial,10000,219,0.356962292,8666
weibull,1000,0.179440722,,8667
